customer_id,cluster_label,recommended_product_1,recommended_product_2,recommended_product_3
258,1,3.0,2.0,9.0
259,3,3.0,,
260,3,3.0,,
261,1,5.0,3.0,2.0
262,2,9.0,18.0,20.0
263,1,6.0,3.0,2.0
264,3,3.0,,
265,1,3.0,2.0,9.0
266,2,9.0,18.0,20.0
267,2,9.0,18.0,20.0
268,2,9.0,18.0,20.0
269,2,9.0,18.0,20.0
270,1,3.0,2.0,9.0
271,3,3.0,,
272,2,9.0,18.0,20.0
273,1,21.0,3.0,2.0
274,1,3.0,2.0,9.0
275,2,9.0,18.0,19.0
276,1,3.0,2.0,9.0
277,1,3.0,2.0,9.0
278,1,3.0,2.0,9.0
279,2,9.0,18.0,20.0
280,2,9.0,18.0,20.0
281,2,9.0,18.0,20.0
282,3,3.0,,
283,2,9.0,18.0,20.0
284,2,9.0,18.0,20.0
285,3,3.0,,
286,3,3.0,,
287,1,3.0,2.0,9.0
288,1,3.0,2.0,9.0
289,2,9.0,18.0,20.0
290,3,3.0,,
291,2,9.0,18.0,20.0
292,1,3.0,2.0,9.0
293,2,9.0,18.0,20.0
294,3,3.0,,
295,1,3.0,2.0,9.0
296,1,3.0,2.0,9.0
297,1,3.0,2.0,9.0
298,2,9.0,18.0,20.0
299,2,9.0,18.0,20.0
300,1,3.0,2.0,9.0
301,2,9.0,18.0,20.0
302,1,3.0,2.0,9.0
303,1,3.0,2.0,9.0
304,2,9.0,18.0,20.0
305,2,5.0,9.0,18.0
306,1,3.0,2.0,9.0
307,3,3.0,,
308,1,3.0,2.0,9.0
309,2,9.0,18.0,20.0
310,2,9.0,18.0,20.0
311,2,9.0,18.0,20.0
312,2,9.0,18.0,20.0
313,2,9.0,18.0,20.0
314,3,3.0,,
315,3,3.0,,
316,3,3.0,,
317,2,9.0,18.0,20.0
318,3,21.0,3.0,
319,1,3.0,2.0,9.0
320,1,3.0,2.0,9.0
321,2,9.0,18.0,20.0
322,1,6.0,3.0,2.0
323,2,9.0,18.0,20.0
324,2,9.0,18.0,20.0
325,2,9.0,18.0,20.0
326,1,3.0,2.0,9.0
327,2,9.0,18.0,20.0
328,1,5.0,3.0,2.0
329,3,3.0,,
330,2,9.0,18.0,20.0
331,1,5.0,3.0,2.0
332,2,9.0,18.0,20.0
333,1,3.0,2.0,9.0
334,3,3.0,,
335,1,3.0,2.0,9.0
336,1,3.0,2.0,9.0
337,2,9.0,18.0,20.0
338,3,3.0,,
339,1,3.0,2.0,9.0
340,2,9.0,18.0,20.0
341,3,3.0,,
342,1,2.0,9.0,14.0
343,1,3.0,2.0,9.0
344,1,3.0,2.0,9.0
345,1,3.0,2.0,9.0
346,1,3.0,2.0,9.0
347,2,9.0,18.0,20.0
348,1,3.0,2.0,9.0
349,2,9.0,18.0,20.0
350,1,3.0,2.0,9.0
351,1,3.0,2.0,9.0
352,2,9.0,18.0,20.0
353,2,9.0,18.0,20.0
354,2,9.0,18.0,20.0
355,2,9.0,18.0,20.0
356,2,9.0,18.0,20.0
357,3,3.0,,
358,2,9.0,18.0,20.0
359,2,9.0,18.0,20.0
360,1,3.0,2.0,9.0
361,2,9.0,18.0,20.0
362,1,3.0,2.0,9.0
363,2,9.0,18.0,20.0
364,1,3.0,2.0,9.0
365,2,9.0,18.0,20.0
366,1,3.0,2.0,9.0
367,1,3.0,2.0,9.0
368,1,5.0,3.0,2.0
369,1,3.0,2.0,9.0
370,2,9.0,18.0,20.0
371,2,21.0,9.0,18.0
372,3,3.0,,
373,1,3.0,2.0,9.0
374,2,9.0,18.0,20.0
375,1,3.0,2.0,9.0
376,2,9.0,18.0,20.0
377,2,9.0,18.0,20.0
378,2,9.0,18.0,20.0
379,3,3.0,,
380,2,9.0,18.0,20.0
381,3,3.0,,
382,1,3.0,2.0,9.0
383,2,9.0,18.0,20.0
384,2,9.0,18.0,20.0
385,3,6.0,3.0,
386,1,3.0,2.0,9.0
387,2,9.0,18.0,20.0
388,1,3.0,2.0,9.0
389,2,9.0,18.0,20.0
390,1,21.0,6.0,3.0
391,1,3.0,2.0,9.0
392,2,9.0,18.0,20.0
393,1,3.0,2.0,9.0
394,2,9.0,18.0,20.0
395,1,3.0,2.0,9.0
396,1,3.0,2.0,9.0
397,2,9.0,18.0,20.0
398,3,3.0,,
399,2,9.0,18.0,20.0
400,3,3.0,,
401,1,3.0,2.0,9.0
402,1,3.0,2.0,9.0
403,1,3.0,2.0,9.0
404,2,9.0,18.0,20.0
405,2,9.0,18.0,20.0
406,2,9.0,18.0,20.0
407,2,9.0,18.0,20.0
408,1,5.0,3.0,2.0
409,3,3.0,,
410,1,3.0,2.0,9.0
411,1,3.0,2.0,9.0
412,1,3.0,2.0,9.0
413,2,9.0,18.0,20.0
414,2,9.0,18.0,20.0
415,2,9.0,18.0,20.0
416,2,9.0,18.0,20.0
417,2,9.0,18.0,20.0
418,3,3.0,,
419,1,3.0,2.0,9.0
420,1,21.0,3.0,2.0
421,1,3.0,2.0,9.0
422,1,3.0,2.0,9.0
423,2,9.0,18.0,20.0
424,1,3.0,2.0,9.0
425,3,3.0,,
426,2,9.0,18.0,20.0
427,1,5.0,3.0,2.0
428,2,9.0,18.0,20.0
429,1,3.0,2.0,9.0
430,2,9.0,18.0,20.0
431,2,9.0,18.0,20.0
432,1,3.0,2.0,9.0
433,1,6.0,3.0,2.0
434,2,9.0,18.0,20.0
435,2,9.0,18.0,20.0
436,2,9.0,18.0,20.0
437,2,9.0,18.0,20.0
438,1,3.0,2.0,9.0
439,2,9.0,18.0,20.0
440,2,5.0,9.0,18.0
441,1,3.0,2.0,9.0
442,2,9.0,18.0,20.0
443,1,3.0,2.0,9.0
444,3,3.0,,
445,1,3.0,2.0,9.0
446,1,3.0,2.0,9.0
447,2,9.0,18.0,20.0
448,1,3.0,2.0,9.0
449,2,9.0,18.0,20.0
450,2,9.0,18.0,20.0
451,2,9.0,18.0,20.0
452,2,9.0,18.0,20.0
453,1,3.0,2.0,9.0
454,2,6.0,9.0,18.0
455,2,9.0,18.0,20.0
456,1,5.0,3.0,2.0
457,1,3.0,2.0,9.0
458,1,3.0,2.0,9.0
459,2,9.0,18.0,20.0
460,2,9.0,18.0,20.0
461,1,3.0,2.0,9.0
462,2,9.0,18.0,20.0
463,1,3.0,2.0,9.0
464,2,9.0,18.0,20.0
465,2,21.0,9.0,18.0
466,1,3.0,2.0,9.0
467,2,9.0,18.0,20.0
468,1,3.0,2.0,9.0
469,1,3.0,2.0,9.0
470,1,21.0,5.0,3.0
471,2,9.0,18.0,20.0
472,2,9.0,18.0,20.0
473,2,9.0,18.0,20.0
474,2,9.0,18.0,20.0
475,2,9.0,18.0,20.0
476,1,3.0,2.0,9.0
477,2,9.0,18.0,20.0
478,2,9.0,18.0,20.0
479,1,5.0,3.0,2.0
480,1,3.0,2.0,9.0
481,1,3.0,2.0,9.0
482,2,9.0,18.0,20.0
483,1,3.0,2.0,9.0
484,2,9.0,18.0,20.0
485,1,3.0,2.0,9.0
486,2,9.0,18.0,20.0
487,3,3.0,,
488,1,3.0,2.0,9.0
489,1,3.0,2.0,9.0
490,1,3.0,2.0,9.0
491,2,9.0,18.0,20.0
492,2,9.0,18.0,20.0
493,2,9.0,18.0,20.0
494,3,3.0,,
495,2,9.0,18.0,20.0
496,2,9.0,18.0,20.0
497,3,3.0,,
498,2,21.0,9.0,18.0
499,1,3.0,2.0,9.0
500,1,3.0,2.0,9.0
501,1,21.0,3.0,2.0
502,1,3.0,2.0,9.0
503,1,3.0,2.0,9.0
504,3,3.0,,
505,1,3.0,2.0,9.0
506,2,9.0,18.0,20.0
507,3,3.0,,
508,2,9.0,18.0,20.0
509,2,9.0,18.0,20.0
510,2,9.0,18.0,20.0
511,2,9.0,18.0,20.0
512,2,9.0,18.0,20.0
513,1,3.0,2.0,9.0
514,1,3.0,2.0,9.0
515,1,3.0,2.0,9.0
516,1,3.0,2.0,9.0
517,2,9.0,18.0,20.0
518,2,9.0,18.0,20.0
519,1,3.0,2.0,9.0
520,1,3.0,2.0,9.0
521,1,5.0,3.0,2.0
522,2,9.0,18.0,20.0
523,2,9.0,18.0,20.0
524,1,3.0,2.0,9.0
525,2,9.0,18.0,20.0
526,2,9.0,18.0,20.0
527,1,3.0,2.0,9.0
528,1,3.0,2.0,9.0
529,2,9.0,18.0,20.0
530,2,9.0,18.0,20.0
531,1,3.0,2.0,9.0
532,2,9.0,18.0,20.0
533,2,9.0,18.0,20.0
534,1,3.0,2.0,9.0
535,1,3.0,2.0,9.0
536,2,9.0,18.0,20.0
537,1,3.0,2.0,9.0
538,1,3.0,2.0,9.0
539,2,9.0,18.0,20.0
540,1,3.0,2.0,9.0
541,1,3.0,2.0,9.0
542,3,3.0,,
543,1,3.0,2.0,9.0
544,2,9.0,18.0,20.0
545,3,3.0,,
546,2,9.0,18.0,20.0
547,3,3.0,,
548,2,9.0,18.0,20.0
549,1,3.0,2.0,9.0
550,2,9.0,18.0,20.0
551,3,3.0,,
552,1,3.0,2.0,9.0
553,2,9.0,18.0,20.0
554,2,9.0,18.0,20.0
555,2,9.0,18.0,20.0
556,2,9.0,18.0,20.0
557,1,3.0,2.0,9.0
558,2,9.0,18.0,20.0
559,1,3.0,2.0,9.0
560,2,9.0,18.0,20.0
561,1,3.0,2.0,9.0
562,3,3.0,,
563,1,3.0,2.0,9.0
564,1,3.0,2.0,9.0
565,3,3.0,,
566,2,9.0,18.0,20.0
567,2,9.0,18.0,20.0
568,2,9.0,18.0,20.0
569,1,3.0,2.0,9.0
570,1,3.0,2.0,9.0
571,1,3.0,2.0,9.0
572,2,9.0,18.0,20.0
573,2,9.0,18.0,20.0
574,3,3.0,,
575,2,9.0,18.0,20.0
576,2,9.0,18.0,20.0
577,1,3.0,2.0,9.0
578,2,9.0,18.0,20.0
579,2,9.0,18.0,20.0
580,1,3.0,2.0,9.0
581,1,6.0,3.0,2.0
582,1,3.0,2.0,9.0
583,3,3.0,,
584,3,3.0,,
585,1,3.0,2.0,9.0
586,1,3.0,2.0,14.0
587,2,9.0,18.0,20.0
588,2,9.0,18.0,20.0
589,2,9.0,18.0,20.0
590,1,3.0,2.0,9.0
591,2,9.0,20.0,19.0
592,2,9.0,18.0,20.0
593,1,3.0,2.0,9.0
594,1,3.0,2.0,9.0
595,2,9.0,18.0,20.0
596,1,3.0,2.0,9.0
597,1,3.0,2.0,9.0
598,1,3.0,2.0,9.0
599,2,9.0,18.0,20.0
600,1,3.0,2.0,9.0
601,2,9.0,18.0,20.0
602,1,3.0,2.0,9.0
603,1,3.0,2.0,9.0
604,1,21.0,3.0,2.0
605,2,9.0,18.0,20.0
606,2,9.0,18.0,20.0
607,2,9.0,18.0,20.0
608,2,9.0,18.0,20.0
609,2,9.0,18.0,20.0
610,3,3.0,,
611,1,3.0,2.0,9.0
612,2,9.0,18.0,20.0
613,2,9.0,18.0,20.0
614,3,5.0,3.0,
615,3,3.0,,
616,2,9.0,18.0,20.0
617,2,9.0,18.0,20.0
618,3,3.0,,
619,2,9.0,18.0,20.0
620,2,9.0,18.0,20.0
621,1,3.0,2.0,9.0
622,2,9.0,18.0,20.0
623,2,9.0,18.0,20.0
624,3,21.0,3.0,
625,1,3.0,2.0,9.0
626,1,3.0,2.0,9.0
627,2,9.0,18.0,20.0
628,2,9.0,18.0,20.0
629,1,3.0,2.0,9.0
630,3,3.0,,
631,2,9.0,18.0,20.0
632,2,9.0,18.0,20.0
633,2,9.0,18.0,20.0
634,2,9.0,18.0,20.0
635,3,3.0,,
636,2,9.0,18.0,20.0
637,3,3.0,,
638,2,9.0,18.0,20.0
639,2,9.0,18.0,20.0
640,3,3.0,,
641,2,9.0,18.0,20.0
642,1,3.0,2.0,9.0
643,1,3.0,2.0,9.0
644,1,3.0,2.0,9.0
645,3,3.0,,
646,2,9.0,18.0,20.0
647,1,3.0,2.0,9.0
648,3,5.0,21.0,3.0
649,3,6.0,3.0,
650,2,6.0,9.0,18.0
651,1,3.0,2.0,9.0
652,2,5.0,9.0,18.0
653,2,9.0,18.0,20.0
654,3,3.0,,
655,1,3.0,2.0,9.0
656,1,3.0,2.0,9.0
657,1,21.0,3.0,2.0
658,1,3.0,2.0,9.0
659,1,3.0,2.0,9.0
660,1,3.0,2.0,9.0
661,2,9.0,18.0,20.0
662,1,3.0,2.0,9.0
663,1,3.0,2.0,9.0
664,1,3.0,2.0,9.0
665,1,3.0,2.0,9.0
666,1,3.0,2.0,9.0
667,1,3.0,2.0,9.0
668,2,9.0,18.0,20.0
669,2,9.0,18.0,20.0
670,1,21.0,3.0,2.0
671,1,3.0,2.0,9.0
672,2,15.0,9.0,18.0
673,2,9.0,18.0,20.0
674,2,9.0,18.0,20.0
675,2,9.0,18.0,20.0
676,2,9.0,18.0,20.0
677,1,3.0,2.0,9.0
678,1,3.0,2.0,9.0
679,2,9.0,18.0,20.0
680,3,3.0,,
681,1,3.0,2.0,9.0
682,2,9.0,18.0,20.0
683,2,9.0,18.0,20.0
684,2,9.0,18.0,20.0
685,1,3.0,2.0,9.0
686,2,9.0,18.0,20.0
687,2,21.0,9.0,18.0
688,2,9.0,18.0,20.0
689,1,3.0,2.0,9.0
690,1,3.0,9.0,14.0
691,1,3.0,2.0,9.0
692,2,9.0,18.0,20.0
693,1,3.0,2.0,9.0
694,2,9.0,18.0,20.0
695,3,3.0,,
696,2,9.0,18.0,20.0
697,2,9.0,18.0,20.0
698,3,3.0,,
699,1,3.0,2.0,9.0
700,2,9.0,18.0,20.0
701,3,3.0,,
702,1,6.0,3.0,2.0
703,3,6.0,5.0,3.0
704,2,9.0,18.0,20.0
705,2,9.0,18.0,20.0
706,1,3.0,2.0,9.0
707,2,9.0,18.0,20.0
708,2,9.0,18.0,20.0
709,2,9.0,18.0,20.0
710,1,3.0,2.0,9.0
711,1,21.0,3.0,2.0
712,1,21.0,3.0,2.0
713,1,3.0,2.0,9.0
714,2,9.0,18.0,20.0
715,1,3.0,2.0,9.0
716,1,6.0,3.0,2.0
717,2,9.0,18.0,20.0
718,1,3.0,2.0,9.0
719,2,9.0,18.0,20.0
720,1,3.0,2.0,9.0
